Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
0,0,37,0,8,4,4,5,3,1,2,30,16.48,14.832,60,1
0,0,37,0,1543,27,4,9,3,1,1,30,78.8,70.92,60,0
0,0,34,0,6660,99,18,25,4,1,1,45,213.975,192.5775,71.3975,0
0,1,37,0,503,9,13,7,4,1,2,45,45.3,40.77,60,1
0,0,37,0,213,6,8,5,5,1,1,55,15.285,13.7565,60,0
22,0,32,2,15950,240,4,83,2,1,1,25,746.55,671.895,124.655,0
3,0,35,2,6840,118,275,36,2,2,1,25,1550.61,1395.549,205.061,0
0,0,37,0,3593,84,6,31,2,1,1,25,192.465,173.2185,69.2465,0
0,0,36,0,1540,46,42,23,3,1,2,30,231.44,208.296,73.144,0
3,0,37,0,2655,55,179,26,2,1,1,25,927.45,834.705,142.745,0
1,0,28,0,1190,38,197,14,2,2,1,25,941.76,847.584,144.176,0
1,0,27,0,1443,41,34,71,4,1,1,45,122.1,109.89,62.21,0
8,0,28,0,575,27,14,10,2,1,2,25,90.09,81.081,60,0
0,0,27,0,700,12,25,6,4,1,2,45,80.3,72.27,60,0
7,0,26,0,1100,34,23,16,2,1,1,25,154.53,139.077,65.453,0
0,0,26,0,3100,63,12,26,3,1,1,30,174.52,157.068,67.452,0
0,0,19,0,1570,28,32,17,2,1,1,25,215.91,194.319,71.591,0
13,0,18,0,6268,143,89,45,1,2,1,15,842.105,757.8945,134.2105,0
9,0,16,0,8808,173,77,43,4,1,1,45,417.025,375.3225,91.7025,0
5,0,17,2,2728,47,35,22,3,1,1,30,251,225.9,75.1,0
0,0,10,0,4265,42,219,13,3,1,1,30,1048.28,943.452,154.828,0
0,1,10,0,1363,21,4,10,2,1,1,25,80.28,72.252,60,1
1,0,33,0,3885,57,0,10,2,1,1,25,177.39,159.651,67.739,0
0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,0
3,0,32,0,1968,46,341,17,2,1,1,25,1625.13,1462.617,212.513,0
3,0,33,0,3713,52,0,28,1,1,1,15,207.075,186.3675,70.7075,0
0,0,33,0,1908,44,0,26,1,1,1,15,107.36,96.624,60.736,0
4,0,33,0,3290,68,14,21,2,1,1,25,214.11,192.699,71.411,0
0,0,33,0,1875,25,267,11,3,1,1,30,1144,1029.6,164.4,0
6,0,32,1,8630,107,126,36,3,1,1,30,853.48,768.132,135.348,0
0,0,33,0,13288,155,0,37,3,1,1,30,537.72,483.948,103.772,0
0,0,33,0,4030,69,0,18,3,1,1,30,163.96,147.564,66.396,0
0,0,33,0,5433,81,0,5,2,1,1,25,248.13,223.317,74.813,0
2,0,33,0,1753,40,0,10,3,1,2,30,71.72,64.548,60,0
18,0,33,2,14655,211,36,25,3,1,1,30,738.64,664.776,123.864,0
0,0,33,0,2610,13,465,1,3,1,1,30,1964.92,1768.428,246.492,0
2,0,32,0,15000,168,132,23,2,1,1,25,1276.56,1148.904,177.656,0
0,0,32,0,6015,72,168,19,3,1,1,30,915.48,823.932,141.548,0
0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,32,0,7023,113,366,36,2,1,1,25,1968.12,1771.308,246.812,0
0,0,32,0,10980,140,0,40,3,1,1,30,444.8,400.32,94.48,0
1,0,32,0,6233,61,90,30,2,1,1,25,688.23,619.407,118.823,0
16,0,28,0,470,33,0,10,2,1,2,25,22.635,20.3715,60,1
14,0,31,7,9950,79,0,35,4,1,1,45,250.725,225.6525,75.0725,0
6,1,31,0,5333,84,8,17,2,1,1,25,279.765,251.7885,77.9765,1
0,0,29,0,2355,8,0,7,3,1,1,30,94.52,85.068,60,0
2,1,30,0,2505,27,0,9,2,1,2,25,113.94,102.546,61.394,1
2,0,31,0,1783,30,16,24,3,1,2,30,136.52,122.868,63.652,1
0,0,31,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,31,0,0,0,0,0,3,1,1,30,0,0,60,0
0,0,28,0,6300,83,0,15,4,1,1,45,159.575,143.6175,65.9575,0
0,0,31,0,0,0,0,0,4,1,2,45,0,0,60,1
0,0,31,0,0,0,0,0,5,1,1,55,0,0,60,0
18,0,26,2,15590,224,0,73,2,1,1,25,711.63,640.467,121.163,0
0,0,29,2,6480,102,253,26,2,2,1,25,1434.69,1291.221,193.469,0
0,0,31,0,3233,68,0,21,2,1,1,25,148.545,133.6905,64.8545,0
0,0,30,0,1180,30,20,13,3,1,2,30,128.4,115.56,62.84,0
0,0,31,0,2295,39,157,16,2,1,1,25,811.53,730.377,131.153,0
0,0,22,0,830,22,175,4,2,2,1,25,825.84,743.256,132.584,0
0,0,21,0,1083,25,12,61,4,1,1,45,57.7,51.93,60,0
4,0,22,0,215,11,0,3,2,1,2,25,10.17,9.153,60,0
0,0,21,0,0,0,3,0,4,1,2,45,7.5,6.75,60,0
3,0,20,0,740,18,1,6,2,1,1,25,38.61,34.749,60,0
0,0,20,0,2740,47,0,16,3,1,1,30,111.48,100.332,61.148,0
0,0,13,0,1210,12,10,7,2,1,1,25,99.99,89.991,60,0
9,0,12,0,5908,127,67,35,1,2,1,15,700.425,630.3825,120.0425,0
5,0,10,0,8448,157,55,33,4,1,1,45,352.625,317.3625,85.2625,0
1,0,11,2,2368,31,13,12,3,1,1,30,147.96,133.164,64.796,0
0,0,4,0,3905,26,197,3,3,1,1,30,945.24,850.716,144.524,0
0,0,4,0,1003,5,0,4,2,1,1,25,45.36,40.824,60,1
7,0,36,1,4665,75,19,30,2,1,1,25,298.8,268.92,79.88,0
0,0,37,0,613,9,21,17,2,1,2,25,122.49,110.241,62.249,0
9,0,35,1,2748,64,373,37,2,1,1,25,1805.04,1624.536,230.504,0
9,0,36,1,4493,70,15,48,1,1,1,15,333.465,300.1185,83.3465,0
2,0,36,1,2688,62,16,46,1,1,1,15,239.25,215.325,73.925,0
10,0,36,2,4070,86,46,41,3,1,1,30,350.24,315.216,85.024,0
3,0,36,1,2655,43,299,31,3,1,1,30,1303.92,1173.528,180.392,0
12,0,35,3,9410,125,158,56,3,1,1,30,1013.4,912.06,151.34,0
6,0,36,1,14068,173,14,57,3,1,1,30,625.64,563.076,112.564,0
6,0,36,2,4810,87,16,38,3,1,1,30,259.88,233.892,75.988,0
5,0,36,1,6213,99,21,25,2,1,1,25,378.54,340.686,87.854,0
8,0,36,0,2533,58,22,30,3,1,2,30,191.64,172.476,69.164,0
24,0,36,4,15435,229,68,45,3,2,1,30,898.56,808.704,139.856,0
3,0,36,2,3390,31,497,21,3,1,1,30,2124.84,1912.356,262.484,0
8,0,35,1,15780,186,164,43,2,1,1,25,1456.47,1310.823,195.647,0
2,0,35,2,6795,90,200,39,3,1,1,30,1075.4,967.86,157.54,0
0,0,35,0,1170,18,14,24,2,1,2,25,116.46,104.814,61.646,0
1,0,36,0,1005,18,27,21,2,1,2,25,167.535,150.7815,66.7535,0
0,1,35,0,295,4,14,13,2,1,2,25,76.455,68.8095,60,1
2,0,35,1,7803,131,398,56,2,1,1,25,2148.03,1933.227,264.803,0
6,0,35,2,11760,158,25,60,3,1,1,30,576.72,519.048,107.672,0
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,781.326,136.814,0
22,0,31,0,1250,51,30,30,2,1,2,25,193.545,174.1905,69.3545,1
20,0,34,9,10730,97,15,55,4,1,1,45,308.175,277.3575,80.8175,0
12,0,34,2,6113,102,40,37,2,1,1,25,459.675,413.7075,95.9675,0
0,0,32,1,3135,26,14,27,3,1,1,30,182.44,164.196,68.244,0
8,0,33,0,3285,45,23,29,2,1,2,25,253.35,228.015,75.335,1
8,1,34,0,2563,48,48,44,3,1,2,30,296.44,266.796,79.644,1
0,0,34,0,428,6,14,15,3,1,2,30,73.36,66.024,60,1
0,0,34,1,1963,29,14,19,3,1,1,30,135.68,122.112,63.568,0
2,0,31,2,7080,101,28,35,4,1,1,45,249.525,224.5725,74.9525,0
0,0,34,0,923,11,23,17,4,1,2,45,80.85,72.765,60,1
0,0,34,2,633,8,18,15,5,1,1,55,36.615,32.9535,60,0
24,0,29,4,16370,242,14,93,2,1,1,25,810.54,729.486,131.054,0
5,0,32,4,7260,120,285,46,2,2,1,25,1614.6,1453.14,211.46,0
1,0,34,1,4013,86,16,41,2,1,1,25,256.455,230.8095,75.6455,0
2,1,33,0,1960,48,52,33,3,1,2,30,288.32,259.488,78.832,1
5,0,34,1,3075,57,189,36,2,1,1,25,991.44,892.296,149.144,0
3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,905.175,150.575,0
3,0,24,1,1863,43,44,81,4,1,1,45,157.65,141.885,65.765,0
10,0,25,0,995,29,24,20,2,1,2,25,154.08,138.672,65.408,0
0,0,24,0,1120,14,35,16,4,1,2,45,115.85,104.265,61.585,0
9,0,23,1,1520,36,33,26,2,1,1,25,218.52,196.668,71.852,0
1,0,23,1,3520,65,22,36,3,1,1,30,231.4,208.26,73.14,0
1,0,16,1,1990,30,42,27,2,1,1,25,279.9,251.91,77.99,0
15,0,15,2,6688,145,99,55,1,2,1,15,920.315,828.2835,142.0315,0
11,0,13,1,9228,175,87,53,4,1,1,45,452.575,407.3175,95.2575,0
7,0,14,4,3148,49,45,32,3,1,1,30,307.88,277.092,80.788,0
1,0,7,2,4685,44,229,23,3,1,1,30,1105.16,994.644,160.516,0
2,1,7,2,1783,23,14,20,3,1,1,30,128.24,115.416,62.824,1
0,0,36,0,3465,55,0,10,2,1,1,25,158.4,142.56,65.84,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0
1,0,35,0,1548,44,331,7,2,1,1,25,1561.14,1405.026,206.114,0
1,0,36,0,3293,50,0,18,1,1,1,15,183.865,165.4785,68.3865,0
0,0,36,0,1488,42,0,16,1,1,1,15,84.15,75.735,60,0
2,0,36,0,2870,66,4,11,2,1,1,25,150.12,135.108,65.012,0
0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,978.408,158.712,0
4,0,35,0,8210,105,116,26,3,1,1,30,796.6,716.94,129.66,0
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,468.756,102.084,0
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,132.372,64.708,0
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,206.226,72.914,0
0,0,36,0,1333,38,0,4,3,1,2,30,54.84,49.356,60,0
16,0,36,0,14235,209,26,15,3,1,1,30,681.76,613.584,118.176,0
0,0,36,0,2190,11,455,5,3,1,1,30,1908.04,1717.236,240.804,0
0,0,35,0,14580,166,122,13,2,1,1,25,1212.57,1091.313,171.257,0
0,0,35,0,5595,70,158,9,3,1,1,30,858.6,772.74,135.86,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,35,0,6603,111,356,26,2,1,1,25,1904.13,1713.717,240.413,0
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,385.128,92.792,0
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,561.816,112.424,0
7,0,31,0,50,2,0,1,2,1,2,25,2.34,2.106,60,1
12,0,34,5,9530,77,0,25,4,1,1,45,240.175,216.1575,74.0175,0
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,202.2975,72.4775,1
0,0,32,0,1935,6,0,2,3,1,1,30,77.64,69.876,60,0
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,85.455,60,1
0,1,34,0,1363,28,6,14,3,1,2,30,79.64,71.676,60,1
0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,34,0,0,0,0,0,3,1,1,30,0,0,60,0
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,134.1225,64.9025,0
0,1,34,0,0,0,0,0,4,1,2,45,0,0,60,1
0,0,34,0,0,0,0,0,4,1,1,45,0,0,60,0
16,0,29,0,15170,222,0,63,2,1,1,25,692.64,623.376,119.264,0
0,0,32,0,6060,100,243,16,2,2,1,25,1370.7,1233.63,187.07,0
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,116.5995,62.9555,0
0,0,33,0,760,28,10,3,3,1,2,30,71.52,64.368,60,0
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,672.786,124.754,0
0,0,25,0,1903,20,165,8,2,2,1,25,829.035,746.1315,132.9035,0
0,0,24,0,663,23,2,51,4,1,1,45,22.15,19.935,60,0
0,0,25,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,24,0,0,0,0,0,4,1,2,45,0,0,60,0
0,0,23,0,0,0,0,0,2,1,1,25,0,0,60,0
0,0,23,0,2320,45,0,6,3,1,1,30,94.6,85.14,60,0
0,0,16,0,0,0,0,0,2,1,1,25,0,0,60,0
7,0,15,0,5488,125,57,25,1,2,1,15,622.215,559.9935,112.2215,0
3,0,13,0,8028,155,45,23,4,1,1,45,317.075,285.3675,81.7075,0
0,0,14,0,1948,29,3,2,3,1,1,30,91.08,81.972,60,0
0,0,7,0,3485,24,187,21,3,1,1,30,888.36,799.524,138.836,0
0,0,7,0,0,0,0,0,2,1,1,25,0,0,60,1
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,261.036,79.004,0
0,0,38,0,128,5,32,6,3,1,2,30,133.32,119.988,63.332,0
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,1466.028,212.892,0
5,0,37,0,4008,66,26,37,1,1,1,15,367.07,330.363,86.707,0
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,200.9205,72.3245,0
6,0,37,1,3585,82,57,30,3,1,1,30,374.68,337.212,87.468,0
0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,1195.524,182.836,0
8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,934.056,153.784,0
2,0,37,0,13583,169,25,46,3,1,1,30,650.08,585.072,115.008,0
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,255.888,78.432,0
1,0,37,0,5728,95,32,14,3,1,1,30,360.92,324.828,86.092,0
4,0,37,0,2048,54,33,19,3,1,2,30,216.08,194.472,71.608,0
20,0,37,3,14950,225,79,34,3,1,1,30,923,830.7,142.3,0
0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,1934.352,264.928,0
4,0,36,0,15295,182,175,32,2,1,1,25,1483.965,1335.5685,198.3965,0
0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,989.856,159.984,0
0,0,36,0,685,14,25,13,2,1,2,25,143.955,129.5595,64.3955,0
0,0,37,0,520,14,38,10,3,1,2,30,173.36,156.024,67.336,0
0,0,36,0,0,0,25,0,2,1,2,25,112.5,101.25,61.25,1
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,1740.42,243.38,0
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,338.1525,87.5725,0
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,806.0715,139.5635,0
18,0,32,0,765,47,41,19,3,1,2,30,196.48,176.832,69.648,1
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,174.663,69.407,0
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,438.453,98.717,1
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,186.192,70.688,0
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,224.676,74.964,1
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,288.792,82.088,1
0,0,35,0,0,0,25,0,3,1,2,30,100,90,60,1
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,90.0675,60.0075,0
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,142.992,65.888,0
0,0,35,0,438,7,34,6,4,1,2,45,96.125,86.5125,60,1
0,0,35,1,148,4,29,4,5,1,1,55,45.78,41.202,60,0
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,754.2315,133.8035,0
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,1477.8855,214.2095,0
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,227.16,75.24,0
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,281.484,81.276,0
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,917.0415,151.8935,0
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,929.9205,153.3245,0
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,155.6325,67.2925,0
6,0,26,0,510,25,35,9,3,1,2,30,161.4,145.26,66.14,0
0,0,25,0,635,10,46,5,4,1,2,45,131.125,118.0125,63.1125,0
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,221.4135,74.6015,0
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,230.256,75.584,0
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,276.6555,80.7395,0
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,702.432,128.048,0
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,252.639,78.071,0
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,299.088,83.232,0
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,1016.64,162.96,0
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,137.412,65.268,1
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,162.3645,68.0405,0
0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,0
5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,1380.2805,203.3645,0
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,189.684,71.076,0
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,99.9405,61.1045,0
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,138.7125,65.4125,0
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,956.412,156.268,0
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,694.944,127.216,0
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,486.36,104.04,0
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,149.976,66.664,0
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,226.0305,75.1145,0
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,66.96,60,0
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,665.5365,123.9485,0
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,1695.24,238.36,0
4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,1066.5675,168.5075,0
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,750.744,133.416,0
0,0,34,0,455,2,0,5,2,1,2,25,20.565,18.5085,60,0
0,0,35,0,290,2,0,2,2,1,2,25,13.14,11.826,60,0
0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,1688.9715,237.6635,0
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,402.732,94.748,0
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,537.0705,109.6745,0
18,0,30,0,535,35,0,11,2,1,2,25,25.65,23.085,60,1
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,227.16,75.24,0
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,222.102,74.678,1
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,87.48,60,0
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,105.2595,61.6955,1
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,67.68,60,1
0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,45.396,60,0
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,145.125,66.125,0
0,0,33,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,33,0,0,0,0,0,4,1,1,45,0,0,60,0
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,643.1805,121.4645,0
1,0,31,1,6545,104,232,27,2,2,1,25,1343.205,1208.8845,184.3205,0
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,136.404,65.156,0
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,45.972,60,0
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,648.0405,122.0045,0
0,0,24,0,895,24,154,5,2,2,1,25,734.355,660.9195,123.4355,0
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,26.4375,60,0
6,0,24,0,280,13,0,1,2,1,2,25,13.185,11.8665,60,0
0,0,23,0,0,0,0,0,4,1,2,45,0,0,60,0
5,0,22,0,805,20,0,7,1,1,1,15,45.375,40.8375,60,0
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,102.744,61.416,0
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,52.2045,60,0
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,529.749,108.861,0
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,271.62,80.18,0
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,88.776,60,0
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,874.719,147.191,0
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,43.5375,60,1
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,203.3505,72.5945,0
0,0,37,0,0,0,9,0,2,1,2,25,40.5,36.45,60,0
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,1558.9665,223.2185,0
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,219.978,74.442,0
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,135.1845,65.0205,0
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,289.0485,82.1165,0
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,1115.244,173.916,0
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,853.776,144.864,0
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,504.792,106.088,0
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,175.608,69.512,0
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,275.1165,80.5685,0
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,114.192,62.688,0
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,750.42,133.38,0
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,1854.072,256.008,0
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,1245.2535,188.3615,0
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,909.576,151.064,0
0,0,35,0,760,9,2,12,2,1,2,25,43.605,39.2445,60,0
0,0,36,0,595,9,15,9,2,1,2,25,94.68,85.212,60,0
0,0,35,0,0,0,2,0,2,1,2,25,9,8.1,60,1
0,0,35,0,7393,122,386,44,2,1,1,25,2075.175,1867.6575,257.5175,0
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,460.764,101.196,0
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,715.7565,129.5285,0
20,0,31,0,840,42,18,18,2,1,2,25,120.69,108.621,62.069,1
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,240.93,76.77,0
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,348.138,88.682,1
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,105.912,61.768,0
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,162.4455,68.0495,1
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,208.512,73.168,1
0,0,34,0,0,0,2,0,3,1,2,30,8,7.2,60,1
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,63.828,60,0
0,0,31,0,6670,92,16,23,4,1,1,45,209.05,188.145,70.905,0
0,0,34,0,513,2,11,5,4,1,2,45,40.375,36.3375,60,1
0,0,34,0,0,0,6,0,5,1,1,55,9,8.1,60,0
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,663.9165,123.7685,0
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,1387.5705,204.1745,0
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,165.24,68.36,0
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,201.204,72.356,0
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,826.7265,141.8585,0
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,839.6055,143.2895,0
1,0,24,0,1453,34,32,69,4,1,1,45,117.175,105.4575,61.7175,0
8,0,25,0,585,20,12,8,2,1,2,25,81.225,73.1025,60,0
0,0,24,0,710,5,23,4,4,1,2,45,75.375,67.8375,60,0
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,131.0985,64.5665,0
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,149.976,66.664,0
0,0,16,0,1580,21,30,15,2,1,1,25,207.045,186.3405,70.7045,0
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,748.0935,133.1215,0
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,370.8675,91.2075,0
5,0,14,2,2737,40,33,20,3,1,1,30,243.08,218.772,74.308,0
0,0,7,0,4275,35,217,11,3,1,1,30,1040.4,936.36,154.04,0
0,1,7,0,1372,14,2,8,2,1,1,25,71.37,64.233,60,1
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,159.5295,67.7255,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,1470.5955,213.3995,0
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,152.361,66.929,0
0,0,36,0,1898,51,0,28,1,1,1,15,107.195,96.4755,60.7195,0
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,200.6775,72.2975,0
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,1036.692,165.188,0
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,775.224,136.136,0
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,483.84,103.76,0
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,147.456,66.384,0
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,223.1955,74.7995,0
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,64.44,60,0
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,671.868,124.652,0
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,1775.52,247.28,0
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,1156.8825,178.5425,0
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,831.024,142.336,0
0,0,35,0,380,7,0,6,2,1,2,25,17.415,15.6735,60,0
0,0,36,0,215,7,0,3,2,1,2,25,9.99,8.991,60,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,1779.2865,247.6985,0
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,400.212,94.468,0
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,627.3855,119.7095,0
16,1,31,0,460,40,0,12,2,1,2,25,22.5,20.25,60,1
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,225.585,75.065,0
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,259.767,78.863,1
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,84.96,60,0
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,102.4245,61.3805,1
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,129.96,64.44,1
0,0,34,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,42.876,60,0
0,0,31,0,6290,90,0,17,4,1,1,45,159.5,143.55,65.95,0
0,0,34,0,0,0,0,0,4,1,2,45,0,0,60,1
0,0,34,0,0,0,0,0,5,1,1,55,0,0,60,0
18,0,29,2,15580,231,0,75,2,1,1,25,711.495,640.3455,121.1495,0
0,0,32,2,6470,109,255,28,2,2,1,25,1443.555,1299.1995,194.3555,0
0,0,34,0,3223,75,0,23,2,1,1,25,148.41,133.569,64.841,0
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,122.652,63.628,0
